ReceiptNo,Replen_Balance_Order,Cust_Sys_No,Allocated_Part,EDI_Order_Type,ShipFromCode,ShipToCode,Country,Quantity,PutAwayDate,InventoryDate,FY,Quarter,Month,Week,OrderType,Count_PO
CS-DIRSEL-RC0025335,830682595,K01-830425698,60XK7,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830684344,K01-830425904,160GM,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830685960,K01-830418537,HPKN7,REPLEN-IN,CSK,DIRSEL,KR,5,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830687420,K01-830426530,7R8PV,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830691158,K01-830421556,4NYWG,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830692503,K01-830402804,4515Y,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830694228,K01-830405666,CHTG8,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830695597,K01-830424147,443FR,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830696264,K01-830427959,08YY9,REPLEN-IN,CSK,DIRSEL,KR,6,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830697098,K01-830421911,7V0KK,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830699060,K01-830425094,JV47V,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830700280,K01-830401509,XMH25,REPLEN-IN,CSK,DIRSEL,KR,4,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830741813,K01-830418578,T51JP,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830746598,K01-830427488,NWWTN,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830748826,K01-830425144,MXF81,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830749667,K01-830413173,FRNMW,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830751044,K01-830428494,PR6WV,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830752836,K01-830429260,WGFCY,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,830754691,K01-830423784,KN13V,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831516586,K01-831431315,FRNMW,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831517063,K01-831428378,GC2FN,REPLEN-IN,CSK,DIRSEL,KR,3,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831583552,K01-831448137,TD6KD,REPLEN-IN,CSK,DIRSEL,KR,9,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831583594,K01-831442320,02TW7,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831584980,K01-831442593,RPH3J,REPLEN-IN,CSK,DIRSEL,KR,15,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831585953,K01-831440910,DFNFK,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831586225,K01-831449267,FJJJH,REPLEN-IN,CSK,DIRSEL,KR,27,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831586274,K01-831441272,TN57K,REPLEN-IN,CSK,DIRSEL,KR,6,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831586803,K01-831446263,TPTY6,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,831586944,K01-831447816,Y7GXY,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832198582,K01-832129405,KTKR3,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832198590,K01-832119802,DX05R,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832202152,K01-832127573,8JYXK,REPLEN-IN,CSK,DIRSEL,KR,6,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832204729,K01-832124893,V6K79,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832204760,K01-832127763,CNNJD,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832205403,K01-832130148,VK4P1,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832248619,K01-832123952,TK7H1,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832249179,K01-832128902,R5XW9,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832249583,K01-832124703,M4HKP,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025335,832249831,K01-832128167,1Y5D1,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-23 11:06:27,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025338,832202186,K01-832124299,13TVG,REPLEN-IN,CSK,DIRSEL,KR,6,2024-02-23 11:29:08,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,835487834,835487834,DYMD0,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,835488444,835488444,6K35K,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836554418,836554418,74H08,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836556892,836556892,V5WW9,REPLEN-IN,CHSIN4,DIRSEL,KR,4,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836557049,836557049,KY9R8,REPLEN-IN,CHSIN4,DIRSEL,KR,32,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836557072,836557072,94T55,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836558385,836558385,3P5X2,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836559110,836559110,FMT79,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836559987,836559987,N57F2,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836561215,836561215,6K35K,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836562148,836562148,53KHR,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836562569,836562569,JMCMN,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836562957,836562957,216NK,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836563021,836563021,WH5D2,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836563187,836563187,TYG82,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836563302,836563302,PYVT1,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836564599,836564599,T25GT,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836564854,836564854,6GHWJ,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836566503,836566503,X10J5,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836992857,836992857,7F8T0,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,836994465,836994465,6K35K,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025349,837003126,837003126,123W8,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 13:33:48,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,835481373,835481373,8YWH3,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836554814,836554814,HTPJ7,REPLEN-IN,CHSIN4,DIRSEL,KR,6,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836556777,836556777,2T2XX,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836556967,836556967,XKNNC,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836556991,836556991,3V42G,REPLEN-IN,CHSIN4,DIRSEL,KR,3,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836558716,836558716,NDYHG,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836558864,836558864,DF7XH,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836559318,836559318,1DW7J,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836559797,836559797,TFYHP,REPLEN-IN,CHSIN4,DIRSEL,KR,5,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836560209,836560209,978PJ,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836560795,836560795,9W8C4,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836562890,836562890,GVF85,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836563120,836563120,J4Y0W,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836563146,836563146,W08W9,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836563336,836563336,DC48C,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836563708,836563708,2G6VY,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836564458,836564458,4JMGM,REPLEN-IN,CHSIN4,DIRSEL,KR,10,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836566164,836566164,JT47Y,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836991354,836991354,F6FXM,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836993905,836993905,PWR5T,REPLEN-IN,CHSIN4,DIRSEL,KR,4,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836994721,836994721,HN9P4,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836994853,836994853,KDKG8,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836995587,836995587,TMVN7,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836995645,836995645,C5HD0,REPLEN-IN,CHSIN4,DIRSEL,KR,5,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836997237,836997237,TFYHP,REPLEN-IN,CHSIN4,DIRSEL,KR,5,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,836997450,836997450,M5WNK,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,837001732,837001732,1V1N1,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,837001823,837001823,72G12,REPLEN-IN,CHSIN4,DIRSEL,KR,2,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,837002458,837002458,HNDJ7,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025352,837002748,837002748,M9NNT,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-23 14:23:35,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025356,833118225,833118225,KTJTY,BALANCE-IN,CHMAC1,DIRSEL,KR,1,2024-02-23 14:24:15,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025362,5000010405,5000010405,1D4CR,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-23 15:10:53,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025362,5000011219,5000011219,81V26,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-23 15:10:53,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025363,837223575,P02-95448307661,H1CYK,PNAC-IN,SHMEL1,DIRSEL,KR,2,2024-02-23 15:10:22,2024-02-23,FY25,Q1,02,WK03,P1,1
CS-DIRSEL-RC0025364,5000010181,5000010181,G9W4H,BALANCE-IN,CHTPE1,DIRSEL,KR,1,2024-02-23 17:32:45,2024-02-23,FY25,Q1,02,WK03,P3,1
CS-DIRSEL-RC0025400,5000052719,5000052719,WF8VW,BALANCE-IN,DIRPUS,DIRSEL,KR,1,2024-02-26 08:55:20,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025401,837038767,K01-836992626,66N5M,REPLEN-IN,CSK,DIRSEL,KR,10,2024-02-26 10:15:15,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025401,837039872,K01-836991701,G4G24,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 10:15:15,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025401,837067014,K01-836993061,HGP0F,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 10:15:15,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025401,837067659,K01-836994804,R6TTC,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 10:15:15,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025401,837068566,K01-837000924,7608N,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 10:15:15,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025401,837068574,K01-836993095,396D9,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-26 10:15:15,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025401,837069101,K01-836995991,YNGH2,REPLEN-IN,CSK,DIRSEL,KR,10,2024-02-26 10:15:15,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025402,835611649,K01-835492560,G4G24,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 10:15:47,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025402,836593481,K01-836556694,3P0KH,REPLEN-IN,CSK,DIRSEL,KR,5,2024-02-26 10:15:47,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025402,836594109,K01-836553881,G4G24,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 10:15:47,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025402,836604569,K01-836566131,TN0RT,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 10:15:47,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025403,836594133,K01-836566271,48J9V,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-26 12:00:00,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025403,836594703,K01-836565927,0W4MY,REPLEN-IN,CSK,DIRSEL,KR,4,2024-02-26 12:00:00,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025403,836595445,K01-836558013,MYVC0,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 12:00:00,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025403,836596922,K01-836553915,RPD7J,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 12:00:00,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837040771,K01-836991313,4KN7W,REPLEN-IN,CSK,DIRSEL,KR,2,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837040789,K01-837001245,06PVP,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837067055,K01-837001393,MY6T6,REPLEN-IN,CSK,DIRSEL,KR,13,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837067246,K01-836992246,VC07Y,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837067519,K01-837000692,Y1K2K,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837068863,K01-837000551,D4TRY,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837068954,K01-836994176,YV8VF,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025404,837069358,K01-836996130,TT15W,REPLEN-IN,CSK,DIRSEL,KR,1,2024-02-26 11:59:37,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025421,837686201,837686201,2TY04,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-02-26 11:41:27,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025421,837689593,837689593,DN78C,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-02-26 11:41:27,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025423,837223062,P01-95448687980,R365X,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-02-26 11:41:53,2024-02-26,FY25,Q1,02,WK04,P1,1
CS-DIRSEL-RC0025434,837259108,837259108,CD16M,REPLEN-IN,CHSIN4,DIRSEL,KR,1,2024-02-26 11:58:01,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025434,837623386,837623386,CD16M,REPLEN-IN,CHSIN4,DIRSEL,KR,4,2024-02-26 11:58:01,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025435,837687035,837687035,1WYFT,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-02-26 11:59:02,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025435,837690716,837690716,YJHYD,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-02-26 11:59:02,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025435,837691979,837691979,71C1T,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-02-26 11:59:02,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025450,838065207,P01-95448727647,FXXHW,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-02-26 14:58:28,2024-02-26,FY25,Q1,02,WK04,P1,1
CS-DIRSEL-RC0025451,5000011334,5000011334,5J7DY,BALANCE-IN,CHHKG1,DIRSEL,KR,1,2024-02-26 14:56:59,2024-02-26,FY25,Q1,02,WK04,P3,1
CS-DIRSEL-RC0025454,5000030435,P01-95448765002,R1TT6,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-02-26 14:57:44,2024-02-26,FY25,Q1,02,WK04,P1,1
CS-DIRSEL-RC0025454,5000035859,P01-95448771838,54CCV,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-02-26 14:57:44,2024-02-26,FY25,Q1,02,WK04,P1,1
CS-DIRSEL-RC0025454,5000039952,P01-95448725594,DH84X,PNAC-IN,CHSIN4,DIRSEL,KR,1,2024-02-26 14:57:44,2024-02-26,FY25,Q1,02,WK04,P1,1
